,location,total_sqft,bath,price,bhk
3475,Koramangala,1710.0,3.0,210.0,3
3476,Koramangala,1700.0,3.0,250.0,3
3477,Koramangala,1600.0,3.0,170.0,3
3478,Koramangala,1260.0,2.0,100.0,2
3479,Kothannur,1206.0,2.0,48.23,2
3480,Kothannur,1853.0,3.0,82.0,3
3481,Kothannur,1100.0,2.0,40.0,2
3482,Kothannur,1197.0,2.0,47.88,2
3483,Kothannur,1197.0,2.0,47.8,2
3484,Kothannur,1070.0,2.0,42.79,2
3485,Kothannur,1070.0,2.0,38.6,2
3486,Kothannur,1485.0,2.0,59.4,3
3487,Kothannur,1215.0,2.0,48.6,3
3488,Kothannur,1404.0,2.0,56.15,3
3489,Kothanur,1200.0,2.0,51.0,2
3490,Kothanur,2400.0,2.0,150.0,3
3491,Kothanur,1828.0,3.0,110.0,3
3492,Kothanur,1186.0,2.0,58.0,2
3493,Kothanur,1847.0,3.0,105.0,3
3494,Kothanur,9600.0,5.0,550.0,5
3495,Kothanur,1435.0,3.0,70.0,3
3496,Kothanur,1187.0,2.0,58.0,2
3497,Kothanur,1847.0,3.0,110.0,3
3498,Kothanur,1460.0,3.0,71.0,3
3499,Kothanur,1185.0,2.0,59.0,2
3500,Kothanur,1436.0,3.0,70.0,3
3501,Kothanur,1462.0,3.0,71.0,3
3502,Kothanur,1790.0,3.0,105.0,3
3503,Kothanur,1070.0,2.0,45.5,2
3504,Kothanur,1145.0,2.0,56.0,2
3505,Kothanur,3401.0,5.0,230.0,4
3506,Kothanur,1455.0,2.0,69.0,2
3507,Kothanur,627.0,1.0,30.0,1
3508,Kothanur,1302.0,2.0,68.5,2
3509,Kothanur,1760.0,3.0,111.0,3
3510,Kothanur,1185.0,2.0,58.0,2
3511,Kothanur,1500.0,1.0,75.0,1
3512,Kothanur,1075.0,2.0,53.0,2
3513,Kothanur,1790.0,3.0,97.0,3
3514,Kothanur,2700.0,4.0,175.0,4
3515,Kothanur,1786.0,2.0,106.0,3
3516,Kothanur,1787.0,3.0,107.0,3
3517,Kothanur,1141.0,2.0,54.0,2
3518,Kothanur,1760.0,3.0,110.0,3
3519,Kothanur,1160.0,2.0,57.0,2
3520,Kothanur,1095.0,2.0,55.0,2
3521,Kothanur,1142.0,2.0,56.0,2
3522,Kothanur,1074.0,2.0,54.0,2
3523,Kothanur,1285.0,2.0,60.0,2
3524,Kothanur,1075.0,2.0,53.0,2
3525,Kothanur,1140.0,2.0,56.0,2
3526,Kothanur,1400.0,2.0,70.0,2
3527,Kothanur,1140.0,2.0,56.0,2
3528,Kothanur,1787.0,3.0,120.0,3
3529,Kothanur,1185.0,2.0,59.0,2
3530,Kothanur,1790.0,3.0,105.0,3
3531,Kothanur,1130.0,2.0,55.0,2
3532,Kothanur,1094.0,2.0,54.0,2
3533,Kothanur,1170.0,3.0,80.0,3
3534,Kothanur,1400.0,2.0,65.0,2
3535,Kothanur,1195.0,2.0,59.0,2
3536,Kothanur,1790.0,3.0,120.0,3
3537,Kothanur,1454.0,3.0,71.5,3
3538,Kudlu,1152.0,2.0,53.5,2
3539,Kudlu,1027.0,2.0,43.0,2
3540,Kudlu,1092.0,2.0,44.0,2
3541,Kudlu,1027.0,2.0,43.0,2
3542,Kudlu,1092.0,2.0,44.0,2
3543,Kudlu,1143.0,2.0,55.0,2
3544,Kudlu,1024.0,2.0,44.0,2
3545,Kudlu,1600.0,3.0,79.0,3
3546,Kudlu,1027.0,2.0,42.0,2
3547,Kudlu,1076.0,2.0,50.0,2
3548,Kudlu,1027.0,2.0,44.0,2
3549,Kudlu,1084.0,2.0,53.0,2
3550,Kudlu,1300.0,2.0,56.0,2
3551,Kudlu,1027.0,2.0,44.0,2
3552,Kudlu,1245.0,2.0,60.0,3
3553,Kudlu,1027.0,2.0,44.0,2
3554,Kudlu,1110.0,2.0,46.0,2
3555,Kudlu,1027.0,2.0,44.0,2
3556,Kudlu,720.0,1.0,33.0,1
3557,Kudlu,1027.0,2.0,44.0,2
3558,Kudlu,1162.0,2.0,52.0,2
3559,Kudlu,1041.0,2.0,53.0,2
3560,Kudlu Gate,1535.0,3.0,83.0,3
3561,Kudlu Gate,1535.0,3.0,85.0,3
3562,Kudlu Gate,1535.0,3.0,86.0,3
3563,Kudlu Gate,1564.0,2.0,92.0,3
3564,Kudlu Gate,1238.0,2.0,55.0,2
3565,Kudlu Gate,1335.0,3.0,89.0,3
3566,Kudlu Gate,703.0,1.0,52.0,1
3567,Kudlu Gate,1535.0,3.0,86.0,3
3568,Kudlu Gate,1532.0,3.0,83.0,3
3569,Kudlu Gate,1113.0,2.0,50.0,2
3570,Kudlu Gate,1185.0,2.0,50.0,2
3571,Kudlu Gate,1215.0,2.0,45.0,2
3572,Kudlu Gate,812.0,2.0,38.25,2
3573,Kudlu Gate,1547.0,2.0,103.0,2
3574,Kudlu Gate,1336.0,2.0,86.0,2
3575,Kudlu Gate,1919.0,3.0,121.0,3
3576,Kudlu Gate,1464.0,3.0,56.0,2
3577,Kudlu Gate,1535.0,3.0,85.0,3
3578,Kudlu Gate,1850.0,3.0,120.0,3
3579,Kudlu Gate,940.0,2.0,69.57,2
3580,Kudlu Gate,1215.0,2.0,44.96,2
3581,Kudlu Gate,1164.0,2.0,75.0,2
3582,Kudlu Gate,3850.0,6.0,205.0,4
3583,Kudlu Gate,1183.0,2.0,79.54,2
3584,Kudlu Gate,1850.0,3.0,110.0,3
3585,Kudlu Gate,1183.0,2.0,79.54,2
3586,Kudlu Gate,1200.0,2.0,44.4,2
3587,Kudlu Gate,1310.0,2.0,53.0,2
3588,Kumaraswami Layout,2000.0,4.0,139.0,4
3589,Kumaraswami Layout,1000.0,2.0,48.5,2
3590,Kumaraswami Layout,1000.0,2.0,58.0,2
3591,Kumaraswami Layout,850.0,1.0,78.0,1
3592,Kumaraswami Layout,3200.0,7.0,150.0,7
3593,Kumaraswami Layout,1310.0,2.0,85.0,3
3594,Kumaraswami Layout,2450.0,3.0,110.0,4
3595,Kumaraswami Layout,3100.0,7.0,145.0,7
3596,Kumaraswami Layout,1200.0,3.0,75.0,3
3597,Kumaraswami Layout,1081.0,2.0,60.0,2
3598,Kundalahalli,1724.0,3.0,125.0,3
3599,Kundalahalli,1030.0,2.0,49.0,2
3600,Kundalahalli,735.0,2.0,57.99,2
3601,Kundalahalli,1047.0,2.0,82.0,2
3602,Kundalahalli,1397.0,3.0,105.0,3
3603,Kundalahalli,1724.0,3.0,127.0,3
3604,Kundalahalli,1010.0,2.0,49.27,2
3605,Kundalahalli,1397.0,3.0,110.0,3
3606,Kundalahalli,1397.0,3.0,104.0,3
3607,Kundalahalli,1397.0,3.0,108.0,3
3608,Kundalahalli,1920.0,3.0,150.0,3
3609,Kundalahalli,1397.0,3.0,105.0,3
3610,Kundalahalli,1724.0,3.0,124.0,3
3611,Kundalahalli,1047.0,2.0,84.0,2
3612,Kundalahalli,1047.0,2.0,83.0,2
3613,Kundalahalli,7000.0,4.0,550.0,4
3614,Kundalahalli,1120.0,2.0,53.76,2
3615,Kundalahalli,1047.0,2.0,82.62,2
3616,Kundalahalli,1047.0,2.0,91.0,2
3617,Kundalahalli,1724.0,3.0,146.0,3
3618,Kundalahalli,1600.0,3.0,170.0,3
3619,Kundalahalli,1724.0,3.0,125.0,3
3620,Kundalahalli,1010.0,2.0,48.27,2
3621,Kundalahalli,1047.0,2.0,89.0,2
3622,Kundalahalli,2500.0,5.0,245.0,4
3623,Kundalahalli,1397.0,3.0,105.0,3
3624,Kundalahalli,1047.0,2.0,72.0,2
3625,Kundalahalli,1260.0,2.0,58.0,2
3626,Kundalahalli,3092.0,4.0,230.0,4
3627,Kundalahalli,1065.0,2.0,70.0,2
3628,Kundalahalli,1724.0,3.0,146.0,3
3629,Kundalahalli,1047.0,2.0,91.0,2
3630,Kundalahalli,1724.0,3.0,128.0,3
3631,Kundalahalli,1315.0,2.0,74.0,2
3632,Kundalahalli,2100.0,3.0,150.0,3
3633,Kundalahalli,1724.0,3.0,125.0,3
3634,Kundalahalli,1724.0,3.0,140.0,3
3635,Kundalahalli,1175.0,2.0,65.0,2
3636,LB Shastri Nagar,1043.0,2.0,55.0,2
3637,LB Shastri Nagar,1184.0,2.0,69.0,2
3638,LB Shastri Nagar,665.0,1.0,32.0,1
3639,LB Shastri Nagar,1400.0,2.0,80.0,3
3640,LB Shastri Nagar,1184.0,2.0,62.0,2
3641,LB Shastri Nagar,1000.0,2.0,49.5,2
3642,Laggere,1200.0,1.0,48.0,1
3643,Laggere,2800.0,5.0,125.0,5
3644,Laggere,1200.0,2.0,75.0,2
3645,Laggere,1500.0,1.0,60.0,1
3646,Laggere,620.0,2.0,48.0,1
3647,Lakshminarayana Pura,1185.0,2.0,75.0,2
3648,Lakshminarayana Pura,1600.0,2.0,108.0,3
3649,Lakshminarayana Pura,1180.0,2.0,75.0,2
3650,Lakshminarayana Pura,1172.0,2.0,82.0,2
3651,Lakshminarayana Pura,1179.0,2.0,75.0,2
3652,Lakshminarayana Pura,1149.0,2.0,75.0,2
3653,Lakshminarayana Pura,1336.0,2.0,100.0,2
3654,Lakshminarayana Pura,1175.0,2.0,75.0,2
3655,Lakshminarayana Pura,1190.0,2.0,75.0,2
3656,Lakshminarayana Pura,1200.0,2.0,75.0,2
3657,Lakshminarayana Pura,1200.0,2.0,75.0,2
3658,Lakshminarayana Pura,1165.0,2.0,75.0,2
3659,Lakshminarayana Pura,1145.0,2.0,75.0,2
3660,Lakshminarayana Pura,1500.0,3.0,104.0,3
3661,Lakshminarayana Pura,1210.0,2.0,75.0,2
3662,Lakshminarayana Pura,1169.0,2.0,75.0,2
3663,Lakshminarayana Pura,1200.0,2.0,75.0,2
3664,Lakshminarayana Pura,1172.0,2.0,75.0,2
3665,Lakshminarayana Pura,1172.0,2.0,75.0,2
3666,Lakshminarayana Pura,1180.0,2.0,75.0,2
3667,Lakshminarayana Pura,1200.0,2.0,83.0,2
3668,Lakshminarayana Pura,1200.0,2.0,80.0,2
3669,Lakshminarayana Pura,1195.0,2.0,75.0,2
3670,Lakshminarayana Pura,1200.0,2.0,80.0,2
3671,Lingadheeranahalli,1521.0,3.0,95.0,3
3672,Lingadheeranahalli,1511.0,3.0,95.0,3
3673,Lingadheeranahalli,1683.0,3.0,109.0,3
3674,Lingadheeranahalli,1519.0,3.0,93.0,3
3675,Lingadheeranahalli,1521.0,3.0,94.99,3
3676,Lingadheeranahalli,1682.0,3.0,120.0,3
3677,Lingadheeranahalli,1521.0,3.0,94.71,3
3678,Lingadheeranahalli,1893.0,3.0,130.0,3
3679,Lingadheeranahalli,1705.0,3.0,110.0,3
3680,Lingadheeranahalli,2245.0,4.0,154.0,4
3681,Lingadheeranahalli,1682.0,3.0,113.0,3
3682,Lingadheeranahalli,1682.0,3.0,114.0,3
3683,Lingadheeranahalli,1506.0,3.0,95.0,3
3684,Lingadheeranahalli,1683.0,3.0,110.0,3
3685,Lingadheeranahalli,1684.0,3.0,120.0,3
3686,Lingadheeranahalli,2236.0,4.0,153.0,4
3687,Lingadheeranahalli,1894.0,4.0,114.0,3
3688,Lingadheeranahalli,2240.0,4.0,160.0,4
3689,Magadi Road,1116.0,2.0,50.0,2
3690,Magadi Road,884.0,2.0,41.1,2
3691,Magadi Road,1005.0,2.0,55.78,2
3692,Magadi Road,1500.0,2.0,93.0,4
3693,Magadi Road,1345.0,2.0,55.0,2
3694,Magadi Road,1116.0,2.0,51.89,2
3695,Magadi Road,1052.0,2.0,60.0,3
3696,Magadi Road,940.0,2.0,50.0,2
3697,Magadi Road,1318.0,2.0,68.0,3
3698,Magadi Road,884.0,2.0,48.0,2
3699,Mahadevpura,1451.0,2.0,90.0,2
3700,Mahadevpura,1150.0,2.0,52.0,2
3701,Mahadevpura,1250.0,2.0,52.0,2
3702,Mahadevpura,1192.0,2.0,75.0,2
3703,Mahadevpura,1260.0,2.0,57.6,2
3704,Mahadevpura,730.0,1.0,35.0,1
3705,Mahadevpura,1146.0,2.0,53.8,2
3706,Mahadevpura,1136.0,2.0,64.5,2
3707,Mahadevpura,1438.0,2.0,89.0,2
3708,Mahadevpura,1137.0,2.0,53.4,2
3709,Mahadevpura,1601.0,3.0,95.0,3
3710,Mahadevpura,1450.0,3.0,75.0,3
3711,Mahadevpura,1152.0,2.0,54.0,2
3712,Mahadevpura,1212.0,2.0,56.9,2
3713,Mahadevpura,1505.0,3.0,78.0,3
3714,Mahadevpura,1236.0,2.0,58.0,2
3715,Mahadevpura,1236.0,2.0,58.0,2
3716,Mahadevpura,1120.0,2.0,53.0,2
3717,Mahalakshmi Layout,1575.0,5.0,158.0,4
3718,Mahalakshmi Layout,1105.0,2.0,80.0,2
3719,Mahalakshmi Layout,1200.0,2.0,110.0,3
3720,Mahalakshmi Layout,1876.0,3.0,150.0,3
3721,Mallasandra,1665.0,3.0,95.0,3
3722,Mallasandra,1340.0,2.0,61.0,2
3723,Mallasandra,1325.0,2.0,70.0,2
3724,Mallasandra,1325.0,2.0,70.0,2
3725,Mallasandra,905.0,2.0,40.0,2
3726,Mallasandra,1325.0,2.0,65.0,2
3727,Mallasandra,1325.0,2.0,73.0,2
3728,Mallasandra,1565.0,2.0,69.0,2
3729,Mallasandra,905.0,2.0,35.0,2
3730,Mallasandra,1100.0,2.0,76.3,3
3731,Malleshpalya,1140.0,2.0,46.5,2
3732,Malleshpalya,1225.0,2.0,46.86,2
3733,Malleshpalya,1052.0,2.0,50.0,2
3734,Malleshpalya,1405.0,2.0,77.0,3
3735,Malleshpalya,1065.0,2.0,50.0,2
3736,Malleshpalya,1210.0,2.0,55.0,2
3737,Malleshpalya,1060.0,2.0,40.0,2
3738,Malleshpalya,1430.0,2.0,69.5,3
3739,Malleshpalya,1421.0,2.0,90.0,2
3740,Malleshpalya,1245.0,2.0,55.0,2
3741,Malleshpalya,1200.0,2.0,46.0,2
3742,Malleshpalya,1225.0,2.0,52.0,2
3743,Malleshwaram,705.0,1.0,67.0,1
3744,Malleshwaram,12000.0,7.0,2200.0,7
3745,Malleshwaram,2500.0,5.0,325.0,4
3746,Malleshwaram,2006.0,3.0,297.0,3
3747,Malleshwaram,686.0,1.0,62.5,1
3748,Malleshwaram,2475.0,4.0,332.0,3
3749,Malleshwaram,2610.0,3.0,399.0,3
3750,Malleshwaram,2475.0,4.0,320.0,3
3751,Malleshwaram,900.0,2.0,95.0,2
3752,Malleshwaram,1420.0,2.0,158.0,2
3753,Malleshwaram,2000.0,3.0,250.0,3
3754,Malleshwaram,2215.0,3.0,275.0,3
3755,Malleshwaram,1600.0,3.0,160.0,3
3756,Malleshwaram,2475.0,4.0,300.0,3
3757,Malleshwaram,2215.0,4.0,310.0,3
3758,Malleshwaram,480.0,1.0,60.0,1
3759,Malleshwaram,1290.0,2.0,120.0,2
3760,Malleshwaram,2475.0,4.0,326.0,3
3761,Malleshwaram,2476.0,3.0,337.0,3
3762,Malleshwaram,900.0,2.0,90.0,2
3763,Malleshwaram,2050.0,4.0,270.0,3
3764,Malleshwaram,620.0,1.0,86.8,1
3765,Malleshwaram,2475.0,4.0,337.0,3
3766,Malleshwaram,2215.0,3.0,275.0,3
3767,Malleshwaram,2215.0,3.0,330.0,3
3768,Malleshwaram,2200.0,3.0,275.0,3
3769,Malleshwaram,2475.0,4.0,326.0,3
3770,Malleshwaram,1500.0,2.0,140.0,2
3771,Malleshwaram,2475.0,4.0,340.0,3
3772,Malleshwaram,1400.0,2.0,190.0,2
3773,Malleshwaram,2475.0,4.0,300.0,3
3774,Malleshwaram,2400.0,3.0,380.0,3
3775,Malleshwaram,1410.0,2.0,125.0,2
3776,Marathahalli,1220.0,2.0,57.0,2
3777,Marathahalli,1200.0,2.0,60.0,2
3778,Marathahalli,1933.0,3.0,140.0,3
3779,Marathahalli,950.0,2.0,46.96,2
3780,Marathahalli,1230.0,2.0,80.0,2
3781,Marathahalli,3800.0,4.0,250.0,4
3782,Marathahalli,1019.0,2.0,49.85,2
3783,Marathahalli,1215.0,2.0,67.0,2
3784,Marathahalli,2181.0,3.0,152.0,4
3785,Marathahalli,1170.0,2.0,53.0,2
3786,Marathahalli,1019.0,2.0,49.86,2
3787,Marathahalli,1325.0,2.0,71.55,2
3788,Marathahalli,1220.0,2.0,56.5,2
3789,Marathahalli,1152.0,2.0,56.0,2
3790,Marathahalli,1610.0,3.0,90.0,3
3791,Marathahalli,1146.0,2.0,70.0,2
3792,Marathahalli,1469.0,3.0,89.0,3
3793,Marathahalli,2519.0,5.0,185.0,4
3794,Marathahalli,957.0,2.0,46.9,2
3795,Marathahalli,1583.0,3.0,105.0,3
3796,Marathahalli,2524.0,5.0,190.0,4
3797,Marathahalli,1071.0,2.0,52.25,2
3798,Marathahalli,1215.0,2.0,58.86,2
3799,Marathahalli,1102.0,2.0,53.67,2
3800,Marathahalli,1900.0,3.0,123.0,3
3801,Marathahalli,1045.0,2.0,60.0,2
3802,Marathahalli,1215.0,2.0,58.86,2
3803,Marathahalli,1365.0,2.0,73.0,2
3804,Marathahalli,1208.0,2.0,70.0,2
3805,Marathahalli,1730.0,3.0,139.0,3
3806,Marathahalli,1325.0,1.0,92.0,2
3807,Marathahalli,1525.0,3.0,90.0,3
3808,Marathahalli,1937.0,3.0,140.0,3
3809,Marathahalli,1350.0,2.0,86.0,2
3810,Marathahalli,957.0,2.0,47.0,2
3811,Marathahalli,1230.0,2.0,57.0,2
3812,Marathahalli,1200.0,2.0,58.0,2
3813,Marathahalli,607.0,1.0,35.0,1
3814,Marathahalli,1583.0,3.0,109.0,3
3815,Marathahalli,2500.0,3.0,200.0,5
3816,Marathahalli,1075.0,2.0,52.43,2
3817,Marathahalli,1360.0,2.0,103.0,2
3818,Marathahalli,1220.0,2.0,58.5,2
3819,Marathahalli,950.0,2.0,45.68,2
3820,Marathahalli,615.0,1.0,44.0,1
3821,Marathahalli,1595.0,3.0,90.0,3
3822,Marathahalli,1350.0,2.0,89.0,2
3823,Marathahalli,1020.0,2.0,57.0,2
3824,Marathahalli,1600.0,3.0,88.0,2
3825,Marathahalli,780.0,1.0,55.0,1
3826,Marathahalli,1710.0,3.0,100.0,3
3827,Marathahalli,1358.0,2.0,81.0,2
3828,Marathahalli,1205.0,2.0,75.0,2
3829,Marathahalli,1730.0,3.0,110.0,3
3830,Marathahalli,1583.0,3.0,115.0,3
3831,Marathahalli,1200.0,2.0,67.0,2
3832,Marathahalli,1095.0,2.0,60.0,2
3833,Marathahalli,1060.0,2.0,48.0,2
3834,Marathahalli,1050.0,2.0,65.0,2
3835,Marathahalli,1102.0,2.0,53.67,2
3836,Marathahalli,1026.0,2.0,49.95,2
3837,Marathahalli,1220.0,2.0,59.0,2
3838,Marathahalli,881.0,2.0,48.06,2
3839,Marathahalli,1710.0,3.0,100.0,3
3840,Marathahalli,1152.0,2.0,90.0,2
3841,Marathahalli,1680.0,3.0,105.0,3
3842,Marathahalli,1910.0,3.0,119.0,3
3843,Marathahalli,1602.0,2.0,104.0,2
3844,Marathahalli,700.0,1.0,38.0,1
3845,Marathahalli,1469.0,3.0,89.0,3
3846,Marathahalli,1690.0,3.0,116.0,3
3847,Marathahalli,1065.0,2.0,55.0,2
3848,Marathahalli,1693.0,3.0,125.0,3
3849,Marathahalli,1693.0,3.0,125.0,3
3850,Marathahalli,1196.0,2.0,57.9,2
3851,Marathahalli,2122.0,3.0,125.0,3
3852,Marathahalli,1730.0,3.0,115.0,3
3853,Marathahalli,1125.0,2.0,55.0,2
3854,Marathahalli,1950.0,3.0,115.0,3
3855,Marathahalli,1250.0,2.0,68.0,2
3856,Marathahalli,1125.0,2.0,56.8,2
3857,Marathahalli,1350.0,2.0,90.0,2
3858,Marathahalli,2500.0,5.0,175.0,4
3859,Marathahalli,957.0,2.0,47.0,2
3860,Marathahalli,1350.0,2.0,60.0,2
3861,Marathahalli,3400.0,4.0,235.0,4
3862,Marathahalli,1350.0,2.0,99.0,2
3863,Marathahalli,2500.0,5.0,181.0,4
3864,Marathahalli,3800.0,4.0,235.0,4
3865,Marathahalli,3951.0,4.0,230.0,4
3866,Marathahalli,1125.0,2.0,54.8,2
3867,Marathahalli,1700.0,3.0,126.0,3
3868,Marathahalli,1270.0,2.0,73.0,2
3869,Marathahalli,950.0,2.0,46.7,2
3870,Marathahalli,1019.0,2.0,49.86,2
3871,Marathahalli,1144.0,2.0,65.0,2
3872,Marathahalli,1100.0,2.0,75.0,1
3873,Marathahalli,1710.0,3.0,135.0,3
3874,Marathahalli,1156.0,2.0,52.0,2
3875,Marathahalli,2524.0,5.0,180.0,4
3876,Marathahalli,1135.0,2.0,60.0,2
3877,Marathahalli,1839.0,3.0,130.0,3
3878,Marathahalli,1170.0,2.0,85.0,2
3879,Marathahalli,1102.0,2.0,53.67,2
3880,Marathahalli,1449.0,3.0,110.0,3
3881,Marathahalli,1360.0,2.0,101.0,2
3882,Marathahalli,1026.0,2.0,50.18,2
3883,Marathahalli,1270.0,2.0,80.0,2
3884,Marathahalli,1100.0,2.0,50.0,2
3885,Marathahalli,1196.0,2.0,57.95,2
3886,Marathahalli,1485.0,2.0,90.0,3
3887,Marathahalli,1146.0,2.0,69.0,2
3888,Margondanahalli,1090.0,2.0,58.0,2
3889,Margondanahalli,1200.0,2.0,58.5,2
3890,Margondanahalli,1200.0,2.0,67.0,2
3891,Margondanahalli,1000.0,2.0,57.0,2
3892,Margondanahalli,1200.0,2.0,69.0,2
3893,Margondanahalli,900.0,2.0,49.0,2
3894,Margondanahalli,1140.0,2.0,60.0,2
3895,Margondanahalli,900.0,2.0,55.0,2
3896,Margondanahalli,1100.0,2.0,55.0,2
3897,Margondanahalli,900.0,2.0,55.0,2
3898,Margondanahalli,1152.0,1.0,66.0,2
3899,Margondanahalli,1200.0,2.0,65.0,2
3900,Margondanahalli,1050.0,2.0,58.0,2
3901,Margondanahalli,1160.0,2.0,65.0,2
3902,Margondanahalli,1334.0,2.0,67.76,2
3903,Marsur,1800.0,4.0,145.0,4
3904,Marsur,1200.0,3.0,120.0,3
3905,Mico Layout,5000.0,9.0,210.0,9
3906,Mico Layout,1125.0,2.0,40.0,2
3907,Mico Layout,1190.0,2.0,39.25,2
3908,Mico Layout,800.0,1.0,29.5,1
3909,Mico Layout,1171.0,2.0,39.0,2
3910,Mico Layout,1200.0,2.0,53.5,2
3911,Mico Layout,1140.0,2.0,43.0,2
3912,Munnekollal,1170.0,2.0,52.0,2
3913,Munnekollal,1102.0,2.0,53.67,2
3914,Munnekollal,1390.0,3.0,68.0,3
3915,Munnekollal,1200.0,2.0,49.5,2
3916,Munnekollal,950.0,2.0,46.5,2
3917,Munnekollal,1560.0,3.0,75.0,3
3918,Munnekollal,1750.0,3.0,86.5,3
3919,Munnekollal,1385.0,2.0,66.5,3
3920,Munnekollal,1080.0,2.0,45.0,2
3921,Munnekollal,1170.0,2.0,59.0,2
3922,Munnekollal,1200.0,2.0,57.9,3
3923,Munnekollal,1030.0,2.0,50.36,2
3924,Murugeshpalya,1296.0,2.0,81.0,2
3925,Murugeshpalya,1550.0,3.0,74.0,3
3926,Murugeshpalya,1845.0,3.0,91.0,3
3927,Murugeshpalya,1185.0,2.0,85.0,2
3928,Murugeshpalya,1225.0,2.0,48.0,2
3929,Murugeshpalya,1930.0,3.0,75.0,3
3930,Murugeshpalya,1600.0,2.0,65.0,3
3931,Murugeshpalya,1344.0,2.0,56.0,3
3932,Murugeshpalya,1500.0,2.0,70.0,3
3933,Murugeshpalya,1855.0,3.0,96.0,3
3934,Murugeshpalya,1175.0,2.0,75.0,2
3935,Mysore Road,1175.0,2.0,73.5,2
3936,Mysore Road,1710.0,4.0,91.31,3
3937,Mysore Road,1020.0,2.0,48.95,2
3938,Mysore Road,1175.0,2.0,73.5,2
3939,Mysore Road,1070.0,2.0,45.0,2
3940,Mysore Road,1239.0,2.0,53.0,2
3941,Mysore Road,1060.0,2.0,62.0,2
3942,Mysore Road,980.0,2.0,45.47,2
3943,Mysore Road,883.0,2.0,40.0,2
3944,Mysore Road,1525.0,3.0,96.0,3
3945,Mysore Road,1200.0,2.0,65.0,2
3946,Mysore Road,883.0,2.0,40.95,2
3947,Mysore Road,1070.0,2.0,49.65,2
3948,Mysore Road,883.0,2.0,50.0,2
3949,Mysore Road,1155.0,2.0,51.0,2
3950,Mysore Road,1003.0,2.0,43.0,2
3951,Mysore Road,1237.0,2.0,73.0,2
3952,Mysore Road,883.0,2.0,45.0,2
3953,Mysore Road,1170.0,2.0,65.0,2
3954,Mysore Road,940.0,2.0,43.61,2
3955,Mysore Road,1020.0,2.0,48.95,2
3956,Mysore Road,1568.0,2.0,100.0,3
3957,Mysore Road,1175.0,2.0,70.5,2
3958,Mysore Road,1080.0,2.0,60.0,3
3959,Mysore Road,883.0,2.0,37.0,2
3960,NGR Layout,1020.0,2.0,45.9,2
3961,NGR Layout,1105.0,2.0,49.73,2
3962,NGR Layout,1022.0,2.0,45.9,2
3963,NGR Layout,1020.0,2.0,45.0,2
3964,NGR Layout,1019.0,2.0,45.9,2
3965,NGR Layout,1020.0,2.0,46.0,2
3966,NGR Layout,1021.0,2.0,46.0,2
3967,NGR Layout,1021.0,2.0,45.9,2
3968,NRI Layout,1565.0,2.0,75.0,3
3969,NRI Layout,2500.0,5.0,130.0,5
3970,NRI Layout,1125.0,2.0,45.56,2
3971,NRI Layout,2150.0,4.0,115.0,4
3972,NRI Layout,1250.0,2.0,75.0,2
3973,NRI Layout,1789.0,3.0,75.0,3
3974,NRI Layout,1731.0,3.0,64.11,3
3975,NRI Layout,2400.0,2.0,125.0,2
3976,NRI Layout,2700.0,5.0,95.75,4
3977,Nagarbhavi,1350.0,3.0,150.0,3
3978,Nagarbhavi,1200.0,2.0,150.0,2
3979,Nagarbhavi,2400.0,3.0,160.0,3
3980,Nagarbhavi,884.0,2.0,36.0,1
3981,Nagarbhavi,1055.0,2.0,55.0,2
3982,Nagarbhavi,1223.0,2.0,60.0,2
3983,Nagarbhavi,956.0,2.0,49.0,2
3984,Nagarbhavi,1200.0,2.0,150.0,2
3985,Nagarbhavi,710.0,2.0,40.0,1
3986,Nagarbhavi,1212.0,2.0,50.0,2
3987,Nagarbhavi,1020.0,2.0,55.0,2
3988,Nagarbhavi,1120.0,2.0,53.0,2
3989,Nagarbhavi,1146.0,2.0,50.0,2
3990,Nagarbhavi,1190.0,2.0,63.0,2
3991,Nagarbhavi,1050.0,2.0,80.0,2
3992,Nagarbhavi,2500.0,3.0,180.0,5
3993,Nagarbhavi,1250.0,3.0,170.0,2
3994,Nagarbhavi,1400.0,2.0,135.0,3
3995,Nagarbhavi,1100.0,2.0,46.2,2
3996,Nagarbhavi,1080.0,2.0,49.0,2
3997,Nagarbhavi,1800.0,3.0,180.0,4
3998,Nagarbhavi,1225.0,2.0,58.0,2
3999,Nagasandra,980.0,2.0,48.0,2
4000,Nagasandra,2400.0,4.0,145.0,4
4001,Nagasandra,7000.0,8.0,450.0,4
4002,Nagasandra,1650.0,3.0,95.0,3
4003,Nagasandra,1500.0,2.0,91.0,2
4004,Nagavara,400.0,1.0,14.0,1
4005,Nagavara,2319.0,3.0,180.0,3
4006,Nagavara,2430.0,4.0,180.0,3
4007,Nagavara,936.0,2.0,40.2,2
4008,Nagavara,1125.0,2.0,44.5,2
4009,Nagavara,1315.0,2.0,70.0,2
4010,Nagavara,1077.0,2.0,50.0,2
4011,Nagavara,1110.0,2.0,44.95,2
4012,Nagavara,1247.0,2.0,58.56,2
4013,Nagavarapalya,1392.0,2.0,99.0,2
4014,Nagavarapalya,705.0,1.0,52.5,1
4015,Nagavarapalya,705.0,1.0,57.0,1
4016,Nagavarapalya,705.0,1.0,55.0,1
4017,Nagavarapalya,705.0,1.0,57.0,1
4018,Nagavarapalya,1335.0,2.0,110.0,2
